okr;nrk;komitet;kandydat;glosy;procent;lprocent;wynik;plec
30;14;PO;POLOK Olga Maria;780;0.23;0.84;N;K
30;15;PO;JELONEK Jerzy Mieczysław;316;0.09;0.34;N;M
30;16;PO;PIEKOSZOWSKA Weronika Małgorzata;487;0.15;0.53;N;K
30;17;PO;WŁASIEWICZ Gabriela Agnieszka;160;0.05;0.17;N;K
30;18;PO;DYBIEC Krzysztof Michał;2967;0.89;3.21;N;M
31;1;PSL;JELONEK Aleksandra Elżbieta;7575;1.61;36.93;N;K
31;2;PSL;MILAS Jolanta Elżbieta;2444;0.52;11.91;N;K
31;3;PSL;PASTUSZKA Bernard Rudolf;2151;0.46;10.49;N;M
31;4;PSL;KROWIAK Andrzej;604;0.13;2.94;N;M
31;5;PSL;KRZYSIŃSKI Kamil Krzysztof;540;0.11;2.63;N;M
31;6;PSL;SUCHANEK Piotr Walenty;474;0.10;2.31;N;M
31;7;PSL;SOJKA Andrzej Antoni;634;0.13;3.09;N;M
31;8;PSL;MERCIK Jerzy Alojzy;1259;0.27;6.14;N;M
31;9;PSL;NYCZ Henryk Ryszard;644;0.14;3.14;N;M
31;10;PSL;JAMKA Mateusz Grzegorz;374;0.08;1.82;N;M
31;11;PSL;HANDERMANDER-LEWICKA Małgorzata Anna;228;0.05;1.11;N;K
31;12;PSL;RYCHTER-BOGACKA Gabriela Alina;288;0.06;1.40;N;K
31;13;PSL;KOLANKO Dionizy Piotr;313;0.07;1.53;N;M
31;14;PSL;STALMACH Jadwiga Sabina;437;0.09;2.13;N;K
31;15;PSL;TRAJGIEL Ewelina Maria;152;0.03;0.74;N;K
31;16;PSL;PŁONKA Justyna Julia;709;0.15;3.46;N;K
31;17;PSL;PALEJ Krystyna Anna;264;0.06;1.29;N;K
31;18;PSL;REDEŁKIEWICZ Janusz;98;0.02;0.48;N;M
31;19;PSL;MACIĄG Dariusz Józef;210;0.04;1.02;N;M
31;20;PSL;ŁAKOTA Aneta;458;0.10;2.23;N;K
31;21;PSL;MATUSIEWICZ Jacek Bogdan;656;0.14;3.20;N;M
31;1;PiS;MORAWIECKI Mateusz Jakub;133687;28.47;72.64;T;M
31;2;PiS;WÓJCIK Michał Marek;8315;1.77;4.52;T;M
31;3;PiS;POLACZEK Jerzy Jan;7621;1.62;4.14;T;M
31;4;PiS;SOŚNIERZ Andrzej Stanisław;6061;1.29;3.29;T;M
31;5;PiS;NOWAK Maria Teresa;4166;0.89;2.26;N;K
31;6;PiS;PIECHOTA Leszek Marian;1256;0.27;0.68;N;M
31;7;PiS;WESOŁY Marek Jacek;6091;1.30;3.31;T;M
31;8;PiS;SKAPCZYK Anita Maria;3330;0.71;1.81;N;K
31;9;PiS;SKIBA Mariusz Piotr;2489;0.53;1.35;N;M
31;10;PiS;JABŁOŃSKI Paweł;1362;0.29;0.74;N;M
31;11;PiS;FREITAG Janusz Paweł;1691;0.36;0.92;N;M
31;12;PiS;AUGUSTYN Zbigniew;997;0.21;0.54;N;M
31;13;PiS;KOPER-STASZOWSKA Wioletta Maria;1023;0.22;0.56;N;K
31;14;PiS;BISKUP Bernadeta Cecylia;585;0.12;0.32;N;K
31;15;PiS;PANEK Krystyna Zofia;573;0.12;0.31;N;K
31;16;PiS;GROBEL Beata;451;0.10;0.25;N;K
31;17;PiS;ROSICKI Łukasz Krzysztof;311;0.07;0.17;N;M
31;18;PiS;DURSKA Maria Stefania;216;0.05;0.12;N;K
31;19;PiS;ZIĘBA Janina Maria;785;0.17;0.43;N;K
31;20;PiS;URBAŃCZYK Marek Jan;491;0.10;0.27;N;M
31;21;PiS;STĘPIEŃ Agnieszka;1143;0.24;0.62;N;K
31;22;PiS;SKOTAREK Agnieszka Katarzyna;474;0.10;0.26;N;K
31;23;PiS;KICZMAL Mirosław Stanisław;223;0.05;0.12;N;M
31;24;PiS;AHNERT Wojciech Tadeusz;689;0.15;0.37;N;M
31;1;SLD;KONIECZNY Maciej;22262;4.74;39.76;T;M
31;2;SLD;LEKSTON Andrzej Jan;9472;2.02;16.92;N;M
31;3;SLD;MAJCHRZAK Katarzyna Beata;7557;1.61;13.50;N;K
31;4;SLD;TOMALA-BOGACKA Gabriela Barbara;2278;0.49;4.07;N;K
31;5;SLD;DULIŃSKI Edward Józef;944;0.20;1.69;N;M
31;6;SLD;NOWAK Jakub Leszek;1159;0.25;2.07;N;M
31;7;SLD;GRONIEWSKA Małgorzata Krystyna;1168;0.25;2.09;N;K
31;8;SLD;MAKÓWKA Emilia Maja;1343;0.29;2.40;N;K
31;9;SLD;SZYMURA Adrian Łukasz;1168;0.25;2.09;N;M
31;10;SLD;ZEMELKA Piotr Krystian;524;0.11;0.94;N;M
31;11;SLD;ZELWOR Katarzyna Jolanta;381;0.08;0.68;N;K
31;12;SLD;ŁADOWSKA Anna;874;0.19;1.56;N;K
31;13;SLD;MAKIEŁA Krzysztof Jacek;436;0.09;0.78;N;M
31;14;SLD;BOGOCZ Jarosław Marek;518;0.11;0.93;N;M
31;15;SLD;BUBAŁA Bogdan Sylwester;648;0.14;1.16;N;M
31;16;SLD;WIŚNIEWSKI Marek Stanisław;268;0.06;0.48;N;M
31;17;SLD;BRZOZOWIEC Bartłomiej;265;0.06;0.47;N;M
31;18;SLD;KRZEMIŃSKI Włodzimierz Tomasz;249;0.05;0.44;N;M
31;19;SLD;WÓJCIK Sara Aleksandra;713;0.15;1.27;N;K
31;20;SLD;NOWAK-TROJNAR Natalia Regina;375;0.08;0.67;N;K
31;21;SLD;BARAKEH Ahsan;604;0.13;1.08;N;M
31;22;SLD;BUCHTA Michał Grzegorz;672;0.14;1.20;N;M
31;23;SLD;MACHURA Ewa;2114;0.45;3.78;N;K
31;1;PO;BUDKA Borys Piotr;99550;21.20;56.99;T;M
31;2;PO;KOŁODZIEJ Ewa Edyta;11549;2.46;6.61;T;K
31;3;PO;WÓJCIK Marek Krzysztof;7232;1.54;4.14;N;M
31;4;PO;ROSA Monika Anna;13918;2.96;7.97;T;K
31;5;PO;KRÓL Wojciech Piotr;7604;1.62;4.35;T;M
31;6;PO;KOSZUTSKA Urszula Magdalena;3081;0.66;1.76;N;K
31;7;PO;GRAMATYKA Michał Sebastian;9304;1.98;5.33;T;M
31;8;PO;KOPEL Marek Stanisław;4108;0.87;2.35;N;M
31;9;PO;BAINKA Marta Magdalena;962;0.20;0.55;N;K
31;10;PO;ŚCIEBIOROWSKI Łukasz Andrzej;6643;1.41;3.80;N;M
31;11;PO;PIERZCHAŁA Elżbieta Apolonia;617;0.13;0.35;N;K
31;12;PO;SOBIESZCZUK Przemysław;300;0.06;0.17;N;M
31;13;PO;ZASADA-CHORAB Anna;2386;0.51;1.37;N;K
31;14;PO;KARCZ Bartosz Artur;1220;0.26;0.70;N;M
31;15;PO;PALKA Michał Antoni;538;0.11;0.31;N;M
31;16;PO;BEDNARZ Alina Irena;442;0.09;0.25;N;K
31;17;PO;SIWIEC-MAGIELNICKA Karina Bernardyna;433;0.09;0.25;N;K
31;18;PO;WODARSKI Łukasz Wojciech;1688;0.36;0.97;N;M
31;19;PO;KONTNY Danuta Maria;381;0.08;0.22;N;K
31;20;PO;GOŚCINIAK Małgorzata Ewa;367;0.08;0.21;N;K
31;21;PO;KULIK Grażyna Danuta;587;0.12;0.34;N;K
31;22;PO;BŁASZCZYK-DOMAŃSKA Katarzyna Barbara;523;0.11;0.30;N;K
31;23;PO;NOWOCIŃSKA Lesława Anna;250;0.05;0.14;N;K
31;24;PO;SZULC Krzysztof Adam;1000;0.21;0.57;N;M
32;1;PSL;CHROBAK Barbara Stanisława;5496;1.64;33.79;N;K
32;2;PSL;MARKOWSKI Krzysztof;1324;0.39;8.14;N;M
32;3;PSL;CIOŁCZYK Janusz Kazimierz;1629;0.49;10.02;N;M
32;4;PSL;PEROŃ Krzysztof Edward;1212;0.36;7.45;N;M
32;5;PSL;BOSAK Jan;736;0.22;4.53;N;M
32;6;PSL;SPORYSZKIEWICZ Anna Jadwiga;309;0.09;1.90;N;K
32;7;PSL;DUDA Andrzej Marek;701;0.21;4.31;N;M
32;8;PSL;DRATWA Paweł;240;0.07;1.48;N;M
32;9;PSL;BORÓWKA Stanisław Antoni;304;0.09;1.87;N;M
32;10;PSL;GÓRALCZYK Marcin Grzegorz;572;0.17;3.52;N;M
32;11;PSL;KAŁUŻA Anna Grażyna;601;0.18;3.70;N;K
32;12;PSL;PARADZIŃSKA Ewa Bogusława;164;0.05;1.01;N;K
32;13;PSL;JANIK Ewa Barbara;467;0.14;2.87;N;K
32;14;PSL;DOBROWOLSKI Cezary Adam;167;0.05;1.03;N;M
32;15;PSL;BEBEŃCA Agata Elżbieta;156;0.05;0.96;N;K
32;16;PSL;LABOCHA Eliza Maria;223;0.07;1.37;N;K
32;17;PSL;KMITA Tomasz Adam;265;0.08;1.63;N;M
32;18;PSL;DĄBROWA Stanisław;1697;0.51;10.43;N;M
32;1;PiS;MALIK Ewa Danuta;46773;13.94;37.55;T;K
32;2;PiS;ANDZEL Waldemar Franciszek;21723;6.48;17.44;T;M
32;3;PiS;WARWAS Robert Piotr;20354;6.07;16.34;T;M
32;4;PiS;NOWICKA Danuta Czesława;7574;2.26;6.08;T;K
32;5;PiS;MATERLA Maria;6414;1.91;5.15;N;K
32;6;PiS;KOZIK Marcin Henryk;6851;2.04;5.50;N;M
32;7;PiS;ZARYCHTA-SURÓWKA Małgorzata Wioletta;1197;0.36;0.96;N;K
32;8;PiS;PIĄTEK Zbigniew Józef;1628;0.49;1.31;N;M
32;9;PiS;SZYDLIK Bożena Grażyna;1295;0.39;1.04;N;K
32;10;PiS;WILK Kazimierz Czesław;1004;0.30;0.81;N;M
32;11;PiS;WARDENGA Lena Marzena;581;0.17;0.47;N;K
32;12;PiS;DERELA Maciej Daniel;1227;0.37;0.99;N;M
32;13;PiS;CIEŚLIK Beata Elżbieta;1314;0.39;1.05;N;K
32;14;PiS;SZOPA Paweł Ludwik;2046;0.61;1.64;N;M
32;15;PiS;TRAWCZYŃSKA Ewa Irena;772;0.23;0.62;N;K
32;16;PiS;GŁĄB Zenon Zygmunt;831;0.25;0.67;N;M
32;17;PiS;CURYŁO Łukasz;2969;0.89;2.38;N;M
32;1;SLD;CZARZASTY Włodzimierz;31244;9.31;42.53;T;M
32;2;SLD;ADAMCZYK Rafał Jan;12148;3.62;16.54;T;M
32;3;SLD;ZIEGLER-CHAMIELEC Anita Kornelia;2937;0.88;4.00;N;K
32;4;SLD;NITWINKO Wojciech Marcin;4964;1.48;6.76;N;M
32;5;SLD;LITEWKA Łukasz Karol;11733;3.50;15.97;N;M
32;6;SLD;KOT Magdalena Monika;2686;0.80;3.66;N;K
32;7;SLD;CHUDZIKIEWICZ Wacław Michał;671;0.20;0.91;N;M
32;8;SLD;DZIUBKA Marta;1243;0.37;1.69;N;K
32;9;SLD;KUŹNICKI Adrian Paweł;679;0.20;0.92;N;M
32;10;SLD;PÓŁTORAK Ewa Katarzyna;698;0.21;0.95;N;K
32;11;SLD;ŁUBEK Małgorzata;428;0.13;0.58;N;K
32;12;SLD;GŁADKOWSKI Marcin Rafał;272;0.08;0.37;N;M
32;13;SLD;FILIK Anna Ewa;443;0.13;0.60;N;K
32;14;SLD;GRANAT Aleksandra Maria;479;0.14;0.65;N;K
32;15;SLD;ŁUKASIK Damian Leszek;712;0.21;0.97;N;M
32;16;SLD;CZAJER Urszula;529;0.16;0.72;N;K
32;17;SLD;CIASTOŃ Łukasz Rafał;1600;0.48;2.18;N;M
32;1;PO;SAŁUGA Wojciech Paweł;18738;5.59;18.83;T;M
32;2;PO;DOLNIAK Barbara;39656;11.82;39.86;T;K
32;3;PO;BOCHENEK Mateusz Andrzej;15421;4.60;15.50;T;M
32;4;PO;NEMŚ Anna Ewa;12749;3.80;12.81;N;K
32;5;PO;WĘGRZYNOWICZ Marek Romuald;3335;0.99;3.35;N;M
32;6;PO;ŁAPAJ Bożena Irena;960;0.29;0.96;N;K
32;7;PO;KLIMEK Maciej Artur;1020;0.30;1.03;N;M
32;8;PO;KOSMALA-GĄSIOR Teresa Mieczysława;402;0.12;0.40;N;K
32;9;PO;ZAPART Marcin Jakub;643;0.19;0.65;N;M
32;10;PO;SZCZEPANEK Paweł;520;0.16;0.52;N;M
32;11;PO;MILEJ Ryszard Tadeusz;100;0.03;0.10;N;M
32;12;PO;SOCHACKI Jarosław Jacek;606;0.18;0.61;N;M
32;13;PO;SOLIPIWKO Renata Janina;1310;0.39;1.32;N;K
32;14;PO;SKOTALCZYK Ewa Barbara;572;0.17;0.57;N;K
32;15;PO;JANECZEK Marcin Bernard;270;0.08;0.27;N;M
32;16;PO;OCHĘDUSZKO-LUDWIK Małgorzata Agata;446;0.13;0.45;N;K
32;17;PO;LIEGMANN Elżbieta Joanna;216;0.06;0.22;N;K
32;18;PO;MOĆKO Jolanta Izabela;2535;0.76;2.55;N;K
33;1;PSL;SIEKIERSKI Czesław Adam;12745;2.24;22.64;T;M
33;2;PSL;APEL Piotr Daniel;1646;0.29;2.92;N;M
33;3;PSL;KOTOWSKI Kazimierz Jerzy;2400;0.42;4.26;N;M
33;4;PSL;SWAJDA Andrzej;3281;0.58;5.83;N;M
33;5;PSL;GAŁUSZKA Grzegorz Andrzej;2994;0.53;5.32;N;M
33;6;PSL;TYJAS Jolanta Dorota;2820;0.49;5.01;N;K
33;7;PSL;WAWRZYŁA Leszek Jarosław;3335;0.59;5.92;N;M
33;8;PSL;BARAŃSKA Stanisława Danuta;1832;0.32;3.25;N;K
33;9;PSL;ŚWIERCZYŃSKI Łukasz;1483;0.26;2.63;N;M
33;10;PSL;BIEŃ Ewelina Janina;1930;0.34;3.43;N;K
33;11;PSL;FUCIA Mirosław Stanisław;1618;0.28;2.87;N;M
33;12;PSL;BĘTKOWSKA Sylwia Joanna;812;0.14;1.44;N;K
33;13;PSL;MARWICKI Krzysztof Sebastian;662;0.12;1.18;N;M
33;14;PSL;SZULC Aleksandra Aniela;390;0.07;0.69;N;K
33;15;PSL;NOWACZKIEWICZ Sebastian Stanisław;788;0.14;1.40;N;M
33;16;PSL;MICHNOWSKA-MAŁEK Katarzyna Magdalena;333;0.06;0.59;N;K
33;17;PSL;GOLIK Anna Zofia;455;0.08;0.81;N;K
33;18;PSL;GABRYŚ Anna;534;0.09;0.95;N;K
33;19;PSL;KARLIŃSKI Mateusz Mikołaj;316;0.06;0.56;N;M
33;20;PSL;ŻOŁĄDEK Piotr Bogusław;1481;0.26;2.63;N;M
33;21;PSL;ŻYŁA Jerzy Zbigniew;1149;0.20;2.04;N;M
33;22;PSL;GARBUZIK Paweł;218;0.04;0.39;N;M
33;23;PSL;ŻEBROWSKI Adam;419;0.07;0.74;N;M
33;24;PSL;ZDONEK Krystyna Grażyna;224;0.04;0.40;N;K
33;25;PSL;SKOTNICKI Michał Tomasz;2078;0.36;3.69;N;M
33;26;PSL;BRZESZCZ Joanna Halina;185;0.03;0.33;N;K
33;27;PSL;KRUK Zofia Teresa;201;0.04;0.36;N;K
33;28;PSL;BODO Robert;289;0.05;0.51;N;M
33;29;PSL;MYSZKA Jan Jerzy;463;0.08;0.82;N;M
33;30;PSL;PAWLIK Danuta Aniela;166;0.03;0.29;N;K
33;31;PSL;KLIŚ Karol Paweł;330;0.06;0.59;N;M
33;32;PSL;JARUBAS Krystian Stefan;8712;1.53;15.48;N;M
33;1;PiS;ZIOBRO Zbigniew Tadeusz;115903;20.34;36.86;T;M
33;2;PiS;KRUPKA Anna Maria;69946;12.27;22.24;T;K
33;3;PiS;LIPIEC Krzysztof Bogdan;14544;2.55;4.63;T;M
33;4;PiS;CIEŚLAK Michał;12310;2.16;3.91;T;M
33;5;PiS;KWITEK Marek;5453;0.96;1.73;T;M
33;6;PiS;WAWRZYK Piotr Sylwester;6750;1.18;2.15;T;M
33;7;PiS;WOJTYSZEK Agata Katarzyna;18333;3.22;5.83;T;K
33;8;PiS;ZUBA Maria;3607;0.63;1.15;N;K
33;9;PiS;LATOSIŃSKI Bogdan Jan;3535;0.62;1.12;N;M
33;10;PiS;KRYJ Andrzej Michał;7690;1.35;2.45;T;M
33;11;PiS;GOSEK Mariusz Marek;4621;0.81;1.47;N;M
33;12;PiS;BIELECKI Krzysztof;2488;0.44;0.79;N;M
33;13;PiS;KONARSKI Artur Marian;1903;0.33;0.61;N;M
33;14;PiS;PUCHROWICZ Tomasz Andrzej;3830;0.67;1.22;N;M
33;15;PiS;TARCZYŃSKI Dominik;8186;1.44;2.60;T;M
33;16;PiS;KONIUSZ Zbigniew Adam;4297;0.75;1.37;N;M
33;17;PiS;STĘPIEŃ-ZAJĄC Dorota Ewa;1272;0.22;0.40;N;K
33;18;PiS;PIEC Grzegorz;2788;0.49;0.89;N;M
33;19;PiS;SŁONIEWSKA Monika;937;0.16;0.30;N;K
33;20;PiS;ORZEŁ Bartłomiej Piotr;2427;0.43;0.77;N;M
33;21;PiS;BURAS Agnieszka Dorota;4110;0.72;1.31;N;K
33;22;PiS;STRZAŁA Marek;1955;0.34;0.62;N;M
33;23;PiS;JALOWSKA Małgorzata Barbara;3347;0.59;1.06;N;K
33;24;PiS;PRZYBYSZEWSKI Hubert Wacław;1053;0.18;0.33;N;M
33;25;PiS;ŚLUSARCZYK Maksymilian Krzysztof;367;0.06;0.12;N;M
33;26;PiS;IWAŃSKA-BĘBEN Patrycja Anna;1151;0.20;0.37;N;K
33;27;PiS;PRZYGODZKA Urszula;738;0.13;0.23;N;K
33;28;PiS;CHRUSZCZ Sylwester Arkadiusz;414;0.07;0.13;N;M
33;29;PiS;KRĘPA Danuta Barbara;925;0.16;0.29;N;K
33;30;PiS;ZIELEŃ Magdalena Anna;919;0.16;0.29;N;K
33;31;PiS;KUŚ Agnieszka;1270;0.22;0.40;N;K
33;32;PiS;DORYWALSKI Bartłomiej;7386;1.30;2.35;T;M
33;1;SLD;SZEJNA Andrzej Jan;24337;4.27;42.92;T;M
33;2;SLD;PIECHNA-WIĘCKIEWICZ Paulina Krystyna;6191;1.09;10.92;N;K
33;3;SLD;PIETRUSZKA Aron Adrian;3013;0.53;5.31;N;M
33;4;SLD;WIELGUS Iwona;5908;1.04;10.42;N;K
33;5;SLD;GAJDA Jan;3096;0.54;5.46;N;M
33;6;SLD;CHŁODNICKI Marcin;4360;0.77;7.69;N;M
33;7;SLD;LISIAK Alicja Małgorzata;1108;0.19;1.95;N;K
33;8;SLD;CHYLA Arkadiusz;395;0.07;0.70;N;M
33;9;SLD;DŁUGOSZ Bogusława;396;0.07;0.70;N;K
33;10;SLD;GRABOWSKI Józef;1347;0.24;2.38;N;M
33;11;SLD;ARENDARSKI Krzysztof Wojciech;296;0.05;0.52;N;M
33;12;SLD;BIELUŃ Adrian Aleksander;293;0.05;0.52;N;M
33;13;SLD;LISOWSKA Anna Dorota;701;0.12;1.24;N;K
33;14;SLD;KARPIŃSKI Stanisław Adam;598;0.10;1.05;N;M
33;15;SLD;KRUPA Jacek Jakub;543;0.10;0.96;N;M
33;16;SLD;ŁOSIN Dariusz;154;0.03;0.27;N;M
33;17;SLD;KOSECKA Halina;256;0.04;0.45;N;K
33;18;SLD;TARAPACZ Anna Ewa;140;0.02;0.25;N;K
33;19;SLD;MARENIN Mirosława Zofia;167;0.03;0.29;N;K
33;20;SLD;KOWALCZYK-KWIECIEŃ Irena Krystyna;276;0.05;0.49;N;K
33;21;SLD;KOMAR Iga;451;0.08;0.80;N;K
33;22;SLD;KASPERKIEWICZ Piotr;623;0.11;1.10;N;M
33;23;SLD;BOROWIECKA Beata Monika;161;0.03;0.28;N;K
33;24;SLD;WALO Marek Jerzy;120;0.02;0.21;N;M
33;25;SLD;PAWŁOWSKA Agata Dominika;232;0.04;0.41;N;K
33;26;SLD;MENTEL-WALKIEWICZ Anna Marta;72;0.01;0.13;N;K
33;27;SLD;KOPER Ewa Zofia;161;0.03;0.28;N;K
33;28;SLD;ZIMNICKA Marlena;155;0.03;0.27;N;K
33;29;SLD;SOJKA-GŁUSZAK Dobrosława Hanna;69;0.01;0.12;N;K
33;30;SLD;JUREK Robert;512;0.09;0.90;N;M
33;31;SLD;KLAMCZYŃSKI Jan Tadeusz;568;0.10;1.00;N;M
33;1;PO;SIENKIEWICZ Bartłomiej Henryk;35009;6.14;36.90;T;M
33;2;PO;CYRAŃSKI Adam Zbigniew;9864;1.73;10.40;T;M
33;3;PO;OKŁA-DREWNOWICZ Marzena;15532;2.73;16.37;T;K
33;4;PO;GIERADA Artur Daniel;6488;1.14;6.84;N;M
33;5;PO;WOJDA Agata Ewa;6600;1.16;6.96;N;K
33;6;PO;MATEREK Jerzy Zbigniew;5274;0.93;5.56;N;M
33;7;PO;PIETRZCZYK Lucjan Marek;2874;0.50;3.03;N;M
33;8;PO;BRAUN Michał Jerzy;1692;0.30;1.78;N;M
33;9;PO;KMITA Maciej Robert;1113;0.20;1.17;N;M
33;10;PO;HANDZE Edyta Anna;821;0.14;0.87;N;K
33;11;PO;CICHOCKI Michał Ryszard;1492;0.26;1.57;N;M
33;12;PO;DZIAREK Mirosław;411;0.07;0.43;N;M
33;13;PO;ZOCH Andrzej Franciszek;641;0.11;0.68;N;M
33;14;PO;MADERAK Łukasz;732;0.13;0.77;N;M
33;15;PO;BRYK Józef;586;0.10;0.62;N;M
33;16;PO;ŁATA Eugeniusz Wacław;466;0.08;0.49;N;M
33;17;PO;SIOJA Anna Czesława;290;0.05;0.31;N;K
33;18;PO;PUSTUŁ Gabriela Karolina;139;0.02;0.15;N;K
33;19;PO;JARKIEWICZ Robert Paweł;130;0.02;0.14;N;M
33;20;PO;MNOYAN Avetis;207;0.04;0.22;N;M
33;21;PO;GRUSZKA Dorota Joanna;615;0.11;0.65;N;K
33;22;PO;KLESYK Maciej Stanisław;184;0.03;0.19;N;M
33;23;PO;GERMAN-SZCZUKIEWICZ Katarzyna Monika;126;0.02;0.13;N;K
33;24;PO;KRZYSTANEK Norbert;167;0.03;0.18;N;M
33;25;PO;DZIOPA Teresa;243;0.04;0.26;N;K
33;26;PO;DZIEWANOWSKA Anna Maria;182;0.03;0.19;N;K
33;27;PO;BATOR Dawid Zdzisław;150;0.03;0.16;N;M
33;28;PO;DAJCZER Jakub;243;0.04;0.26;N;M
33;29;PO;ŁUKAWSKA Dorota Marzena;346;0.06;0.36;N;K
33;30;PO;JAROSZEK Zofia Teresa;174;0.03;0.18;N;K
33;31;PO;BUSZEWICZ Izabela Krystyna;414;0.07;0.44;N;K
33;32;PO;GĄGOROWSKI Sławomir Sylwester;1675;0.29;1.77;N;M
34;1;PSL;ZIEJEWSKI Zbigniew;9028;3.60;33.05;T;M
34;2;PSL;ŻUCHOWSKI Piotr;3530;1.41;12.92;N;M
34;3;PSL;FREJNIK Dariusz;1201;0.48;4.40;N;M
34;4;PSL;PIETRULEWICZ Edward Mieczysław;1279;0.51;4.68;N;M
34;5;PSL;SZAKIEWICZ Paweł;1866;0.74;6.83;N;M
34;6;PSL;SOWICKA Małgorzata Dorota;1080;0.43;3.95;N;K
34;7;PSL;MARCHALEWSKA Monika Barbara;938;0.37;3.43;N;K
34;8;PSL;HUSZCZA Robert Jan;841;0.34;3.08;N;M
34;9;PSL;GRANACKA Katarzyna;461;0.18;1.69;N;K
34;10;PSL;WIŚNIEWSKI Andrzej Janusz;1258;0.50;4.60;N;M
34;11;PSL;SŁOMCZYŃSKA-KĄDZIOŁKA Anetta Krystyna;379;0.15;1.39;N;K
34;12;PSL;JASKÓLSKA Wioletta;787;0.31;2.88;N;K
34;13;PSL;ŻYLIŃSKI Adam Jacek;1369;0.55;5.01;N;M
34;14;PSL;NISIEWICZ Ewa;925;0.37;3.39;N;K
34;15;PSL;GROBLEWSKI Krzysztof;853;0.34;3.12;N;M
34;16;PSL;ŻELICHOWSKI Stanisław;1524;0.61;5.58;N;M
34;1;PiS;KRASULSKI Leonard Seweryn;19747;7.87;19.27;T;M
34;2;PiS;WILK Jerzy Zbigniew;18620;7.42;18.17;T;M
34;3;PiS;BABALSKI Zbigniew;19293;7.69;18.83;T;M
34;4;PiS;KAZIMIERCZUK Marcin;3921;1.56;3.83;N;M
34;5;PiS;MODZELEWSKA-KOZIOŁ Monika Anna;4235;1.69;4.13;N;K
34;6;PiS;GODZIŃSKI Damian Jan;1859;0.74;1.81;N;M
34;7;PiS;KOWSZYŃSKI Paweł Andrzej;4299;1.71;4.20;N;M
34;8;PiS;OŁDAKOWSKI Adam;5886;2.35;5.74;N;M
34;9;PiS;WĘGŁOWSKA Anna;2844;1.13;2.78;N;K
34;10;PiS;GOIK Karolina Ewa;1191;0.47;1.16;N;K
34;11;PiS;PIĄTEK Anna;4134;1.65;4.03;N;K
34;12;PiS;KAMIŃSKA Grażyna;1833;0.73;1.79;N;K
34;13;PiS;ANDRUSZKIEWICZ Jolanta Wiesława;2757;1.10;2.69;N;K
34;14;PiS;GONTARZ Robert;7702;3.07;7.52;T;M
34;15;PiS;KIEROZALSKI Grzegorz;548;0.22;0.53;N;M
34;16;PiS;PAWLIK Jacek Roman;3609;1.44;3.52;N;M
34;1;SLD;FALEJ Monika Walentyna;11093;4.42;37.99;T;K
34;2;SLD;ZIELONKA Andrzej Jan;7172;2.86;24.57;N;M
34;3;SLD;BARTKOWSKA Emilia;2229;0.89;7.63;N;K
34;4;SLD;KLIM Ryszard;910;0.36;3.12;N;M
34;5;SLD;ZDANOWSKI Daniel Adrian;1450;0.58;4.97;N;M
34;6;SLD;PIEKART Sylwia;873;0.35;2.99;N;K
34;7;SLD;PASJAK Janusz;543;0.22;1.86;N;M
34;8;SLD;GIEREJ Jakub Przemysław;443;0.18;1.52;N;M
34;9;SLD;KOLIŃSKI Robert;531;0.21;1.82;N;M
34;10;SLD;FALKOWSKA-HOJAN Milena;546;0.22;1.87;N;K
34;11;SLD;PACYNO Piotr;329;0.13;1.13;N;M
34;12;SLD;PĄGOWSKA Urszula Klara;376;0.15;1.29;N;K
34;13;SLD;PRZYBOROWSKI Wincenty Marian;317;0.13;1.09;N;M
34;14;SLD;SZULC Mirosław Józef;523;0.21;1.79;N;M
34;15;SLD;WÓJCIK Paweł;1861;0.74;6.37;N;M
34;1;PO;PROTAS Jacek;24266;9.67;34.02;T;M
34;2;PO;HORDEJUK Bernadeta Justyna;7303;2.91;10.24;N;K
34;3;PO;GELERT Elżbieta Kazimiera;11590;4.62;16.25;T;K
34;4;PO;CIEŚLIŃSKI Piotr;7862;3.13;11.02;N;M
34;5;PO;DEMBEK Ewa Barbara;2269;0.90;3.18;N;K
34;6;PO;KRÓLAK Katarzyna;3298;1.31;4.62;N;K
34;7;PO;JANICKI Marian;1393;0.56;1.95;N;M
34;8;PO;DZIĄG Leszek Jan;1205;0.48;1.69;N;M
34;9;PO;ZABŁOCKA Elżbieta;2035;0.81;2.85;N;K
34;10;PO;CZYŻYK Antoni;2489;0.99;3.49;N;M
34;11;PO;KOWALSKI Ryszard;891;0.36;1.25;N;M
34;12;PO;JANCZEWSKA Krystyna;273;0.11;0.38;N;K
34;13;PO;BORKOWSKI Marek;733;0.29;1.03;N;M
34;14;PO;DOMAŃSKA Angelika Jolanta;498;0.20;0.70;N;K
34;15;PO;PIŚKIEWICZ Łukasz;862;0.34;1.21;N;M
34;16;PO;SYCZ Miron;4353;1.74;6.10;N;M
35;1;PSL;PASŁAWSKA Urszula Stefania;19528;5.89;44.63;T;K
35;2;PSL;FALKOWSKI Henryk Tadeusz;1767;0.53;4.04;N;M
35;3;PSL;HEĆMAN Krzysztof Wiesław;2669;0.80;6.10;N;M
35;4;PSL;KRÓL Radosław;2624;0.79;6.00;N;M
35;5;PSL;JASKULSKA Sylwia Monika;2822;0.85;6.45;N;K
35;6;PSL;PIWOWARCZYK Marcin Marian;1194;0.36;2.73;N;M
